%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=211065, 2021/04/1 1:24:59.65)
80 481  7.811800000000000000e+04 0 0 4.456764e-01 6.050243e-01 
81 487  7.956800000000000000e+04 0 0 4.482201e-01 6.107767e-01 
82 493  7.781600000000000000e+04 0 0 4.463684e-01 6.031227e-01 
83 499  7.796500000000000000e+04 0 0 4.478604e-01 6.048387e-01 
84 505  7.796300000000000000e+04 0 0 4.466175e-01 6.073427e-01 
85 511  7.718400000000000000e+04 0 0 4.465529e-01 6.085829e-01 
86 517  7.680000000000000000e+04 0 0 4.462293e-01 6.037409e-01 
87 523  8.134800000000000000e+04 0 0 4.464445e-01 6.049118e-01 
88 529  7.794100000000000000e+04 0 0 4.464726e-01 6.032973e-01 
89 535  7.694700000000000000e+04 0 0 4.458375e-01 6.009339e-01 
90 541  7.767200000000000000e+04 0 0 4.454918e-01 5.998199e-01 
91 547  7.804600000000000000e+04 0 0 4.454058e-01 6.014663e-01 
92 553  7.909800000000000000e+04 0 0 4.458531e-01 6.027589e-01 
93 559  7.941900000000000000e+04 0 0 4.450780e-01 6.026254e-01 
94 565  7.535200000000000000e+04 0 0 4.451223e-01 6.032409e-01 
95 571  7.785700000000000000e+04 0 0 4.447706e-01 6.026302e-01 
96 577  7.875700000000000000e+04 0 0 4.448448e-01 6.013051e-01 
97 583  7.653500000000000000e+04 0 0 4.448890e-01 6.016554e-01 
98 589  7.657700000000000000e+04 0 0 4.456922e-01 6.049623e-01 
99 595  7.895200000000000000e+04 0 0 4.453092e-01 6.029216e-01 
100 601  7.790000000000000000e+04 0 0 4.456583e-01 6.032859e-01 
101 607  7.769400000000000000e+04 0 0 4.453050e-01 6.030594e-01 
102 613  7.796000000000000000e+04 0 0 4.452665e-01 6.032252e-01 
103 619  7.289600000000000000e+04 0 0 4.451603e-01 6.024824e-01 
104 625  7.622800000000000000e+04 0 0 4.454168e-01 6.023171e-01 
105 631  7.831800000000000000e+04 0 0 4.451471e-01 6.027734e-01 
106 637  7.695000000000000000e+04 0 0 4.454124e-01 6.026023e-01 
107 643  7.506700000000000000e+04 0 0 4.453733e-01 6.025115e-01 
108 649  7.631400000000000000e+04 0 0 4.450580e-01 6.019652e-01 
109 655  7.783500000000000000e+04 0 0 4.452635e-01 6.029815e-01 
110 661  7.773800000000000000e+04 0 0 4.450239e-01 6.019212e-01 
111 667  7.754400000000000000e+04 0 0 4.454561e-01 6.026009e-01 
112 673  7.493200000000000000e+04 0 0 4.452345e-01 6.020753e-01 
113 679  7.825400000000000000e+04 0 0 4.450003e-01 6.022203e-01 
114 685  7.525100000000000000e+04 0 0 4.448189e-01 6.018361e-01 
115 691  7.646200000000000000e+04 0 0 4.446897e-01 6.021133e-01 
116 697  7.949900000000000000e+04 0 0 4.445819e-01 6.024609e-01 
117 703  7.797300000000000000e+04 0 0 4.443651e-01 6.023367e-01 
118 709  8.014100000000000000e+04 0 0 4.435208e-01 6.027124e-01 
119 715  8.084200000000000000e+04 0 0 4.435998e-01 6.009897e-01 
120 721  8.087300000000000000e+04 0 0 4.444481e-01 6.024188e-01 
121 727  7.758800000000000000e+04 0 0 4.451860e-01 6.030165e-01 
122 733  7.787500000000000000e+04 0 0 4.446179e-01 6.026905e-01 
123 739  7.894800000000000000e+04 0 0 4.450463e-01 6.016559e-01 
124 745  7.881300000000000000e+04 0 0 4.451759e-01 6.016250e-01 
125 751  7.969500000000000000e+04 0 0 4.463063e-01 6.026280e-01 
126 757  7.929600000000000000e+04 0 0 4.458955e-01 5.994611e-01 
127 763  7.935300000000000000e+04 0 0 4.460044e-01 6.016910e-01 
128 769  7.695800000000000000e+04 0 0 4.464406e-01 6.008699e-01 
129 775  7.823300000000000000e+04 0 0 4.466636e-01 6.019108e-01 
130 781  7.528200000000000000e+04 0 0 4.464016e-01 6.018707e-01 
131 787  8.116300000000000000e+04 0 0 4.467131e-01 6.024861e-01 
132 793  7.590100000000000000e+04 0 0 4.465874e-01 6.025807e-01 
133 799  7.553700000000000000e+04 0 0 4.469333e-01 6.018071e-01 
134 805  7.883100000000000000e+04 0 0 4.466890e-01 6.022423e-01 
135 811  7.545900000000000000e+04 0 0 4.471458e-01 6.032402e-01 
136 817  7.844600000000000000e+04 0 0 4.470043e-01 6.028956e-01 
137 823  7.827100000000000000e+04 0 0 4.477386e-01 6.046013e-01 
138 829  7.734900000000000000e+04 0 0 4.467398e-01 6.053253e-01 
139 835  7.902100000000000000e+04 0 0 4.484590e-01 6.055814e-01 
140 841  8.008200000000000000e+04 0 0 4.469560e-01 6.052045e-01 
141 847  7.994500000000000000e+04 0 0 4.483969e-01 6.066791e-01 
142 853  7.575300000000000000e+04 0 0 4.484853e-01 6.081267e-01 
143 859  7.685000000000000000e+04 0 0 4.482194e-01 6.059657e-01 
144 865  7.868100000000000000e+04 0 0 4.487333e-01 6.057540e-01 
145 871  8.043900000000000000e+04 0 0 4.495131e-01 6.057326e-01 
146 877  8.094400000000000000e+04 0 0 4.500770e-01 6.067872e-01 
147 883  7.576100000000000000e+04 0 0 4.494282e-01 6.070384e-01 
148 889  7.878200000000000000e+04 0 0 4.501053e-01 6.104127e-01 
149 895  7.897400000000000000e+04 0 0 4.487185e-01 6.055492e-01 
150 901  7.764900000000000000e+04 0 0 4.498431e-01 6.092685e-01 
151 907  8.069300000000000000e+04 0 0 4.489266e-01 6.064805e-01 
152 913  7.835500000000000000e+04 0 0 4.475351e-01 6.076781e-01 
153 919  7.344500000000000000e+04 0 0 4.470193e-01 6.070177e-01 
154 925  7.850100000000000000e+04 0 0 4.480571e-01 6.090197e-01 
155 931  7.793600000000000000e+04 0 0 4.489369e-01 6.075904e-01 
156 937  7.674600000000000000e+04 0 0 4.457241e-01 6.065366e-01 
157 943  7.586200000000000000e+04 0 0 4.491304e-01 6.103150e-01 
158 949  8.127100000000000000e+04 0 0 4.496826e-01 6.089775e-01 
159 955  7.537800000000000000e+04 0 0 4.491549e-01 6.096639e-01 
160 961  7.618500000000000000e+04 0 0 4.498016e-01 6.094959e-01 
161 967  7.747100000000000000e+04 0 0 4.473714e-01 6.082843e-01 
162 973  7.773100000000000000e+04 0 0 4.476498e-01 6.082159e-01 
163 979  7.964100000000000000e+04 0 0 4.461433e-01 6.064267e-01 
164 985  7.912800000000000000e+04 0 0 4.454325e-01 6.069560e-01 
165 991  7.858200000000000000e+04 0 0 4.442724e-01 6.053409e-01 
166 997  7.738800000000000000e+04 0 0 4.454300e-01 6.055208e-01 
167 1003  7.875500000000000000e+04 0 0 4.458567e-01 6.049170e-01 
168 1009  7.392000000000000000e+04 0 0 4.494819e-01 6.082507e-01 
169 1015  7.762600000000000000e+04 0 0 4.475505e-01 6.057438e-01 
170 1021  7.668400000000000000e+04 0 0 4.456150e-01 6.038162e-01 
171 1027  7.986800000000000000e+04 0 0 4.476648e-01 6.062064e-01 
172 1033  7.914200000000000000e+04 0 0 4.483926e-01 6.072673e-01 
173 1039  7.768200000000000000e+04 0 0 4.491681e-01 6.081290e-01 
174 1045  7.867100000000000000e+04 0 0 4.475167e-01 6.077576e-01 
175 1051  7.645000000000000000e+04 0 0 4.477137e-01 6.070955e-01 
176 1057  7.805800000000000000e+04 0 0 4.483763e-01 6.080914e-01 
177 1063  7.732100000000000000e+04 0 0 4.478933e-01 6.077251e-01 
178 1069  7.648100000000000000e+04 0 0 4.480041e-01 6.078154e-01 
179 1075  7.767300000000000000e+04 0 0 4.476997e-01 6.078583e-01 
180 1081  7.744700000000000000e+04 0 0 4.483864e-01 6.083869e-01 
181 1087  7.836400000000000000e+04 0 0 4.480752e-01 6.083051e-01 
182 1093  7.782800000000000000e+04 0 0 4.485553e-01 6.086180e-01 
183 1099  7.579200000000000000e+04 0 0 4.486825e-01 6.087003e-01 
184 1105  7.866700000000000000e+04 0 0 4.478937e-01 6.082443e-01 
185 1111  7.853700000000000000e+04 0 0 4.479021e-01 6.081513e-01 
186 1117  7.986500000000000000e+04 0 0 4.481903e-01 6.084144e-01 
187 1123  7.717700000000000000e+04 0 0 4.482351e-01 6.084067e-01 
188 1129  7.483600000000000000e+04 0 0 4.484988e-01 6.088036e-01 
189 1135  7.484000000000000000e+04 0 0 4.486693e-01 6.089823e-01 
190 1141  7.715200000000000000e+04 0 0 4.478521e-01 6.080572e-01 
191 1147  7.845100000000000000e+04 0 0 4.479577e-01 6.080196e-01 
192 1153  7.813500000000000000e+04 0 0 4.483797e-01 6.085009e-01 
193 1159  7.707700000000000000e+04 0 0 4.490041e-01 6.091316e-01 
194 1165  7.530900000000000000e+04 0 0 4.488687e-01 6.089737e-01 
195 1171  7.845000000000000000e+04 0 0 4.484320e-01 6.084013e-01 
196 1177  7.488700000000000000e+04 0 0 4.494129e-01 6.095477e-01 
197 1183  8.036000000000000000e+04 0 0 4.485394e-01 6.082724e-01 
198 1189  7.850000000000000000e+04 0 0 4.491565e-01 6.088480e-01 
199 1195  7.814100000000000000e+04 0 0 4.498198e-01 6.098348e-01 
200 1201  8.050000000000000000e+04 0 0 4.498182e-01 6.096538e-01 
201 1207  7.907500000000000000e+04 0 0 4.502706e-01 6.104131e-01 
202 1213  7.839800000000000000e+04 0 0 4.509966e-01 6.112427e-01 
203 1219  7.814700000000000000e+04 0 0 4.500632e-01 6.103984e-01 
