%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=211065, 2021/04/1 1:24:59.65)
1 7 2.665414e-01 9.665894e-01 9.095695e-01 9.095695e-01 9.665894e-01 
2 13 2.660460e-01 1.001856e+00 8.128026e-01 8.128026e-01 1.001856e+00 
3 19 2.434681e-01 9.458415e-01 7.694544e-01 7.694544e-01 9.458415e-01 
4 25 3.251883e-01 1.117913e+00 7.955077e-01 7.955077e-01 1.117913e+00 
5 31 3.051130e-01 1.006098e+00 7.627307e-01 7.627307e-01 1.006098e+00 
6 37 2.952052e-01 9.637126e-01 6.981523e-01 6.981523e-01 9.637126e-01 
7 43 3.515042e-01 1.043880e+00 6.671392e-01 6.671392e-01 1.043880e+00 
8 49 3.105270e-01 9.631933e-01 6.267161e-01 6.267161e-01 9.631933e-01 
9 55 3.001671e-01 9.606371e-01 5.613737e-01 5.613737e-01 9.606371e-01 
10 61 2.196499e-01 8.754659e-01 5.015114e-01 5.015114e-01 8.754659e-01 
11 67 1.806004e-01 8.024117e-01 4.476365e-01 4.476365e-01 8.024117e-01 
12 73 1.416609e-01 7.370118e-01 4.059962e-01 4.059962e-01 7.370118e-01 
13 79 1.318040e-01 7.324002e-01 3.648594e-01 3.648594e-01 7.324002e-01 
14 85 1.057599e-01 6.924578e-01 3.268082e-01 3.268082e-01 6.924578e-01 
15 91 8.763454e-02 6.372220e-01 2.982920e-01 2.982920e-01 6.372220e-01 
16 97 8.120304e-02 5.726217e-01 2.990887e-01 2.990887e-01 5.726217e-01 
17 103 7.277200e-02 5.453138e-01 2.736128e-01 2.736128e-01 5.453138e-01 
18 109 6.626624e-02 5.386916e-01 2.459287e-01 2.459287e-01 5.386916e-01 
19 115 5.350944e-02 4.956909e-01 2.239203e-01 2.239203e-01 4.956909e-01 
20 121 6.792270e-02 6.213482e-01 2.063609e-01 2.063609e-01 6.213482e-01 
21 127 5.065779e-02 5.775552e-01 1.856844e-01 1.856844e-01 5.775552e-01 
22 133 4.544541e-02 5.284395e-01 1.751875e-01 1.751875e-01 5.284395e-01 
23 139 5.678372e-02 6.089686e-01 1.701748e-01 1.701748e-01 6.089686e-01 
24 145 6.372941e-02 6.422940e-01 1.599372e-01 1.599372e-01 6.422940e-01 
25 151 6.062999e-02 6.034231e-01 1.441901e-01 1.441901e-01 6.034231e-01 
26 157 4.580108e-02 5.405277e-01 1.316890e-01 1.316890e-01 5.405277e-01 
27 163 4.795243e-02 5.460277e-01 1.266684e-01 1.266684e-01 5.460277e-01 
28 169 3.977499e-02 4.943446e-01 1.150503e-01 1.150503e-01 4.943446e-01 
29 175 5.765044e-02 4.959175e-01 1.450049e-01 1.450049e-01 4.959175e-01 
30 181 6.502140e-02 5.307043e-01 1.367599e-01 1.367599e-01 5.307043e-01 
31 187 4.989684e-02 4.918996e-01 1.223833e-01 1.223833e-01 4.918996e-01 
32 193 4.684198e-02 4.909507e-01 1.095215e-01 1.095215e-01 4.909507e-01 
33 199 4.199843e-02 4.373761e-01 1.066988e-01 1.066988e-01 4.373761e-01 
34 205 3.852498e-02 4.237084e-01 9.575903e-02 9.575903e-02 4.237084e-01 
35 211 4.332671e-02 3.971308e-01 1.054896e-01 1.054896e-01 3.971308e-01 
36 217 4.326016e-02 3.661029e-01 1.023773e-01 1.023773e-01 3.661029e-01 
37 223 5.623066e-02 4.040055e-01 1.035698e-01 1.035698e-01 4.040055e-01 
38 229 4.889103e-02 3.695332e-01 9.315270e-02 9.315270e-02 3.695332e-01 
39 235 4.626721e-02 3.455964e-01 8.815850e-02 8.815850e-02 3.455964e-01 
40 241 4.790750e-02 3.239269e-01 8.966488e-02 8.966488e-02 3.239269e-01 
41 247 6.480266e-02 4.303757e-01 8.033689e-02 8.033689e-02 4.303757e-01 
42 253 8.864081e-02 4.316406e-01 9.322035e-02 9.322035e-02 4.316406e-01 
43 259 1.352492e-01 4.408354e-01 9.198614e-02 9.198614e-02 4.408354e-01 
44 265 1.609816e-01 3.982051e-01 9.650731e-02 9.650731e-02 3.982051e-01 
45 271 1.332667e-01 3.642334e-01 8.815362e-02 8.815362e-02 3.642334e-01 
46 277 1.632891e-01 4.356706e-01 7.922109e-02 7.922109e-02 4.356706e-01 
47 283 1.293003e-01 3.902337e-01 7.032820e-02 7.032820e-02 3.902337e-01 
48 289 1.040189e-01 3.475075e-01 6.411961e-02 6.411961e-02 3.475075e-01 
49 295 9.199922e-02 3.112727e-01 6.205004e-02 6.205004e-02 3.112727e-01 
50 301 6.963186e-02 2.851218e-01 5.538148e-02 5.538148e-02 2.851218e-01 
51 307 5.796892e-02 2.657929e-01 5.071961e-02 5.071961e-02 2.657929e-01 
52 313 5.142345e-02 2.476496e-01 4.766433e-02 4.766433e-02 2.476496e-01 
53 319 4.581563e-02 2.561856e-01 4.278840e-02 4.278840e-02 2.561856e-01 
54 325 4.250399e-02 2.323764e-01 4.246908e-02 4.246908e-02 2.323764e-01 
55 331 5.111668e-02 2.579699e-01 4.106162e-02 4.106162e-02 2.579699e-01 
56 337 3.674943e-02 2.357423e-01 3.681221e-02 3.681221e-02 2.357423e-01 
57 343 3.719489e-02 2.488193e-01 3.287466e-02 3.287466e-02 2.488193e-01 
58 349 4.522487e-02 2.732241e-01 3.182156e-02 3.182156e-02 2.732241e-01 
59 355 5.871121e-02 3.020485e-01 3.183038e-02 3.183038e-02 3.020485e-01 
