%  columns="iteration, evaluation, void, void, void, xmean" (startseed=211065, 2021/04/1 1:24:59.65)
0 1 0 0 0 9.183259e-01 7.264288e-01 
1 7 0 0 0 7.581171e-01 8.416148e-01 
2 13 0 0 0 6.819104e-01 1.007921e+00 
3 19 0 0 0 9.089742e-01 9.226686e-01 
4 25 0 0 0 5.292718e-01 7.881148e-01 
5 31 0 0 0 6.764722e-01 6.854490e-01 
6 37 0 0 0 5.296998e-01 5.919792e-01 
7 43 0 0 0 3.919761e-01 3.619092e-01 
8 49 0 0 0 3.145835e-01 5.007215e-01 
9 55 0 0 0 2.058739e-01 3.239387e-01 
10 61 0 0 0 3.111621e-01 4.074471e-01 
11 67 0 0 0 2.541252e-01 3.392706e-01 
12 73 0 0 0 3.083743e-01 3.758304e-01 
13 79 0 0 0 2.304831e-01 3.267578e-01 
14 85 0 0 0 2.872372e-01 3.573010e-01 
15 91 0 0 0 2.711538e-01 3.305572e-01 
16 97 0 0 0 2.637388e-01 3.561653e-01 
17 103 0 0 0 2.430621e-01 3.428992e-01 
18 109 0 0 0 2.761280e-01 3.594880e-01 
19 115 0 0 0 2.567553e-01 3.531668e-01 
20 121 0 0 0 2.965411e-01 3.715095e-01 
21 127 0 0 0 2.649851e-01 3.581088e-01 
22 133 0 0 0 2.788428e-01 3.590293e-01 
23 139 0 0 0 2.996484e-01 3.795716e-01 
24 145 0 0 0 3.135933e-01 3.921898e-01 
25 151 0 0 0 3.202987e-01 3.993884e-01 
26 157 0 0 0 3.098372e-01 3.920560e-01 
27 163 0 0 0 3.297461e-01 4.011661e-01 
28 169 0 0 0 3.288020e-01 4.042646e-01 
29 175 0 0 0 3.353048e-01 4.181032e-01 
30 181 0 0 0 3.060647e-01 3.952823e-01 
31 187 0 0 0 3.254342e-01 4.066608e-01 
32 193 0 0 0 3.391904e-01 4.164924e-01 
33 199 0 0 0 3.360923e-01 4.099906e-01 
34 205 0 0 0 3.457038e-01 4.172978e-01 
35 211 0 0 0 3.466943e-01 4.238485e-01 
36 217 0 0 0 3.482243e-01 4.273136e-01 
37 223 0 0 0 3.572115e-01 4.401441e-01 
38 229 0 0 0 3.589166e-01 4.394550e-01 
39 235 0 0 0 3.617158e-01 4.457143e-01 
40 241 0 0 0 3.623355e-01 4.506826e-01 
41 247 0 0 0 3.792233e-01 4.677218e-01 
42 253 0 0 0 3.798116e-01 4.800477e-01 
43 259 0 0 0 4.046623e-01 5.210931e-01 
44 265 0 0 0 3.874605e-01 5.157169e-01 
45 271 0 0 0 4.046671e-01 5.233854e-01 
46 277 0 0 0 4.440548e-01 5.734089e-01 
47 283 0 0 0 4.309520e-01 5.567897e-01 
48 289 0 0 0 4.284120e-01 5.590788e-01 
49 295 0 0 0 4.296708e-01 5.655856e-01 
50 301 0 0 0 4.250421e-01 5.572715e-01 
51 307 0 0 0 4.281733e-01 5.639388e-01 
52 313 0 0 0 4.247398e-01 5.560304e-01 
53 319 0 0 0 4.305815e-01 5.651926e-01 
54 325 0 0 0 4.280488e-01 5.641845e-01 
55 331 0 0 0 4.336484e-01 5.738751e-01 
56 337 0 0 0 4.299839e-01 5.667151e-01 
57 343 0 0 0 4.347444e-01 5.744056e-01 
58 349 0 0 0 4.378906e-01 5.813051e-01 
59 355 0 0 0 4.417914e-01 5.900044e-01 
60 361 0 0 0 4.451684e-01 5.978640e-01 
61 367 0 0 0 4.498400e-01 6.104070e-01 
62 373 0 0 0 4.537719e-01 6.168742e-01 
63 379 0 0 0 4.533793e-01 6.176925e-01 
64 385 0 0 0 4.503795e-01 6.112444e-01 
65 391 0 0 0 4.480574e-01 6.089702e-01 
66 397 0 0 0 4.486840e-01 6.089079e-01 
67 403 0 0 0 4.473560e-01 6.062746e-01 
68 409 0 0 0 4.488816e-01 6.072277e-01 
69 415 0 0 0 4.450128e-01 5.984503e-01 
70 421 0 0 0 4.447899e-01 6.003005e-01 
71 427 0 0 0 4.464461e-01 6.033501e-01 
72 433 0 0 0 4.454910e-01 6.035741e-01 
73 439 0 0 0 4.482557e-01 6.100210e-01 
74 445 0 0 0 4.495022e-01 6.141092e-01 
75 451 0 0 0 4.479125e-01 6.104848e-01 
76 457 0 0 0 4.487432e-01 6.099428e-01 
77 463 0 0 0 4.453683e-01 6.026863e-01 
78 469 0 0 0 4.457013e-01 6.030176e-01 
79 475 0 0 0 4.462739e-01 6.045719e-01 
80 481 0 0 0 4.458182e-01 6.052066e-01 
81 487 0 0 0 4.465809e-01 6.070495e-01 
82 493 0 0 0 4.465731e-01 6.047421e-01 
83 499 0 0 0 4.469021e-01 6.042003e-01 
84 505 0 0 0 4.469455e-01 6.067880e-01 
85 511 0 0 0 4.462288e-01 6.079692e-01 
86 517 0 0 0 4.465101e-01 6.052968e-01 
87 523 0 0 0 4.469651e-01 6.058026e-01 
88 529 0 0 0 4.463026e-01 6.038002e-01 
89 535 0 0 0 4.457447e-01 6.018341e-01 
90 541 0 0 0 4.457362e-01 6.005416e-01 
91 547 0 0 0 4.452805e-01 6.011090e-01 
92 553 0 0 0 4.457087e-01 6.031117e-01 
93 559 0 0 0 4.454416e-01 6.026120e-01 
94 565 0 0 0 4.454659e-01 6.036360e-01 
95 571 0 0 0 4.450049e-01 6.032005e-01 
96 577 0 0 0 4.447066e-01 6.016948e-01 
97 583 0 0 0 4.449845e-01 6.016754e-01 
98 589 0 0 0 4.453239e-01 6.031216e-01 
99 595 0 0 0 4.454403e-01 6.029298e-01 
100 601 0 0 0 4.456186e-01 6.030508e-01 
101 607 0 0 0 4.454515e-01 6.034723e-01 
102 613 0 0 0 4.453252e-01 6.032981e-01 
103 619 0 0 0 4.452059e-01 6.026504e-01 
104 625 0 0 0 4.452421e-01 6.021605e-01 
105 631 0 0 0 4.452666e-01 6.029878e-01 
106 637 0 0 0 4.453115e-01 6.024527e-01 
107 643 0 0 0 4.453543e-01 6.024660e-01 
108 649 0 0 0 4.452432e-01 6.023162e-01 
109 655 0 0 0 4.451870e-01 6.026484e-01 
110 661 0 0 0 4.450406e-01 6.021157e-01 
111 667 0 0 0 4.453508e-01 6.025506e-01 
112 673 0 0 0 4.453395e-01 6.024877e-01 
113 679 0 0 0 4.450324e-01 6.023247e-01 
114 685 0 0 0 4.449486e-01 6.020863e-01 
115 691 0 0 0 4.448627e-01 6.023137e-01 
116 697 0 0 0 4.447329e-01 6.023151e-01 
117 703 0 0 0 4.443869e-01 6.022835e-01 
118 709 0 0 0 4.438193e-01 6.027653e-01 
119 715 0 0 0 4.437772e-01 6.019306e-01 
120 721 0 0 0 4.443438e-01 6.023069e-01 
121 727 0 0 0 4.448463e-01 6.026711e-01 
122 733 0 0 0 4.446947e-01 6.030846e-01 
123 739 0 0 0 4.450441e-01 6.022985e-01 
124 745 0 0 0 4.452513e-01 6.014521e-01 
125 751 0 0 0 4.460766e-01 6.021315e-01 
126 757 0 0 0 4.460457e-01 6.004216e-01 
127 763 0 0 0 4.461365e-01 6.014256e-01 
128 769 0 0 0 4.463583e-01 6.013180e-01 
129 775 0 0 0 4.466158e-01 6.011564e-01 
130 781 0 0 0 4.464890e-01 6.016076e-01 
131 787 0 0 0 4.465294e-01 6.022083e-01 
132 793 0 0 0 4.465984e-01 6.028122e-01 
133 799 0 0 0 4.468600e-01 6.022637e-01 
134 805 0 0 0 4.467841e-01 6.028211e-01 
135 811 0 0 0 4.469638e-01 6.031361e-01 
136 817 0 0 0 4.471381e-01 6.032543e-01 
137 823 0 0 0 4.475423e-01 6.044415e-01 
138 829 0 0 0 4.467578e-01 6.054783e-01 
139 835 0 0 0 4.477801e-01 6.063537e-01 
140 841 0 0 0 4.474979e-01 6.053262e-01 
141 847 0 0 0 4.481054e-01 6.065769e-01 
142 853 0 0 0 4.484332e-01 6.082045e-01 
143 859 0 0 0 4.482418e-01 6.064813e-01 
144 865 0 0 0 4.487334e-01 6.057406e-01 
145 871 0 0 0 4.493910e-01 6.054429e-01 
146 877 0 0 0 4.501567e-01 6.065112e-01 
147 883 0 0 0 4.500126e-01 6.073708e-01 
148 889 0 0 0 4.495288e-01 6.098096e-01 
149 895 0 0 0 4.488381e-01 6.050257e-01 
150 901 0 0 0 4.487136e-01 6.076280e-01 
151 907 0 0 0 4.482221e-01 6.061807e-01 
152 913 0 0 0 4.478468e-01 6.074282e-01 
153 919 0 0 0 4.477363e-01 6.083872e-01 
154 925 0 0 0 4.474110e-01 6.087037e-01 
155 931 0 0 0 4.486488e-01 6.086892e-01 
156 937 0 0 0 4.472151e-01 6.075708e-01 
157 943 0 0 0 4.479154e-01 6.092105e-01 
158 949 0 0 0 4.495955e-01 6.092567e-01 
159 955 0 0 0 4.497501e-01 6.107037e-01 
160 961 0 0 0 4.492380e-01 6.095622e-01 
161 967 0 0 0 4.486458e-01 6.089789e-01 
162 973 0 0 0 4.474499e-01 6.081410e-01 
163 979 0 0 0 4.469058e-01 6.073675e-01 
164 985 0 0 0 4.454269e-01 6.066494e-01 
165 991 0 0 0 4.449905e-01 6.062284e-01 
166 997 0 0 0 4.447263e-01 6.054832e-01 
167 1003 0 0 0 4.460530e-01 6.059345e-01 
168 1009 0 0 0 4.477686e-01 6.068840e-01 
169 1015 0 0 0 4.470910e-01 6.062879e-01 
170 1021 0 0 0 4.461036e-01 6.043896e-01 
171 1027 0 0 0 4.466224e-01 6.054978e-01 
172 1033 0 0 0 4.480292e-01 6.070692e-01 
173 1039 0 0 0 4.487693e-01 6.078563e-01 
174 1045 0 0 0 4.483401e-01 6.080202e-01 
175 1051 0 0 0 4.480635e-01 6.079132e-01 
176 1057 0 0 0 4.478457e-01 6.077182e-01 
177 1063 0 0 0 4.479071e-01 6.077396e-01 
178 1069 0 0 0 4.478837e-01 6.076900e-01 
179 1075 0 0 0 4.477664e-01 6.078216e-01 
180 1081 0 0 0 4.482135e-01 6.080729e-01 
181 1087 0 0 0 4.480638e-01 6.082368e-01 
182 1093 0 0 0 4.482652e-01 6.084060e-01 
183 1099 0 0 0 4.484207e-01 6.084677e-01 
184 1105 0 0 0 4.481823e-01 6.082892e-01 
185 1111 0 0 0 4.480719e-01 6.082316e-01 
186 1117 0 0 0 4.481208e-01 6.083286e-01 
187 1123 0 0 0 4.482781e-01 6.084526e-01 
188 1129 0 0 0 4.485018e-01 6.087623e-01 
189 1135 0 0 0 4.485017e-01 6.087494e-01 
190 1141 0 0 0 4.481072e-01 6.082596e-01 
191 1147 0 0 0 4.479391e-01 6.079917e-01 
192 1153 0 0 0 4.483659e-01 6.084906e-01 
193 1159 0 0 0 4.487275e-01 6.088944e-01 
194 1165 0 0 0 4.487359e-01 6.087792e-01 
195 1171 0 0 0 4.486035e-01 6.085563e-01 
196 1177 0 0 0 4.492598e-01 6.093137e-01 
197 1183 0 0 0 4.489064e-01 6.087616e-01 
198 1189 0 0 0 4.490224e-01 6.087711e-01 
199 1195 0 0 0 4.493636e-01 6.091465e-01 
200 1201 0 0 0 4.498113e-01 6.096748e-01 
201 1207 0 0 0 4.503425e-01 6.103870e-01 
202 1213 0 0 0 4.509642e-01 6.112456e-01 
203 1219 0 0 0 4.502212e-01 6.106881e-01 
